Source Name	Comment [ENA_SAMPLE]	Comment [BioSD_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics[organism part]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics [cell type]	Characteristics [genotype]	Characteristics [single cell quality]	Characteristics [submitted single cell quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment [UMI barcode]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Protocol REF	Protocol REF	Assay Name	Comment[technical replicate group]	Technology Type	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
GSM2670374 1	SRS2287486	SAMN07245652	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_701-515]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670374 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1349	P-GSE100058-5	P-GSE100058-6	GSM2670374	not applicable	sequencing assay	SRX2921629	NextSeq 550 (Drosophila melanogaster)	SRR5686843_1.fastq.gz	SRR5686843	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5686843/SRR5686843_1.fastq.gz	N357Barcode_701-515	olfactory projection neuron
GSM2670373 1	SRS2287489	SAMN07245653	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_729-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670373 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1350	P-GSE100058-5	P-GSE100058-6	GSM2670373	not applicable	sequencing assay	SRX2921628	NextSeq 550 (Drosophila melanogaster)	SRR5686842_2.fastq.gz	SRR5686842	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686842/SRR5686842_2.fastq.gz	N357Barcode_729-503	olfactory projection neuron
GSM2670373 1	SRS2287489	SAMN07245653	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_729-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670373 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1351	P-GSE100058-5	P-GSE100058-6	GSM2670373	not applicable	sequencing assay	SRX2921628	NextSeq 550 (Drosophila melanogaster)	SRR5686842_1.fastq.gz	SRR5686842	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686842/SRR5686842_1.fastq.gz	N357Barcode_729-503	olfactory projection neuron
GSM2670372 1	SRS2287487	SAMN07245654	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_728-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670372 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1352	P-GSE100058-5	P-GSE100058-6	GSM2670372	not applicable	sequencing assay	SRX2921627	NextSeq 550 (Drosophila melanogaster)	SRR5686841_2.fastq.gz	SRR5686841	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686841/SRR5686841_2.fastq.gz	N357Barcode_728-503	olfactory projection neuron
GSM2670372 1	SRS2287487	SAMN07245654	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_728-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670372 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1353	P-GSE100058-5	P-GSE100058-6	GSM2670372	not applicable	sequencing assay	SRX2921627	NextSeq 550 (Drosophila melanogaster)	SRR5686841_1.fastq.gz	SRR5686841	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686841/SRR5686841_1.fastq.gz	N357Barcode_728-503	olfactory projection neuron
GSM2670371 1	SRS2287485	SAMN07245655	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_727-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670371 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1354	P-GSE100058-5	P-GSE100058-6	GSM2670371	not applicable	sequencing assay	SRX2921626	NextSeq 550 (Drosophila melanogaster)	SRR5686840_2.fastq.gz	SRR5686840	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686840/SRR5686840_2.fastq.gz	N357Barcode_727-503	olfactory projection neuron
GSM2670371 1	SRS2287485	SAMN07245655	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_727-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670371 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1355	P-GSE100058-5	P-GSE100058-6	GSM2670371	not applicable	sequencing assay	SRX2921626	NextSeq 550 (Drosophila melanogaster)	SRR5686840_1.fastq.gz	SRR5686840	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686840/SRR5686840_1.fastq.gz	N357Barcode_727-503	olfactory projection neuron
GSM2670370 1	SRS2287484	SAMN07245656	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_726-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670370 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1356	P-GSE100058-5	P-GSE100058-6	GSM2670370	not applicable	sequencing assay	SRX2921625	NextSeq 550 (Drosophila melanogaster)	SRR5686839_2.fastq.gz	SRR5686839	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686839/SRR5686839_2.fastq.gz	N357Barcode_726-503	olfactory projection neuron
GSM2670370 1	SRS2287484	SAMN07245656	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_726-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670370 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1357	P-GSE100058-5	P-GSE100058-6	GSM2670370	not applicable	sequencing assay	SRX2921625	NextSeq 550 (Drosophila melanogaster)	SRR5686839_1.fastq.gz	SRR5686839	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686839/SRR5686839_1.fastq.gz	N357Barcode_726-503	olfactory projection neuron
GSM2670369 1	SRS2287482	SAMN07245657	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_724-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670369 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1358	P-GSE100058-5	P-GSE100058-6	GSM2670369	not applicable	sequencing assay	SRX2921624	NextSeq 550 (Drosophila melanogaster)	SRR5686838_2.fastq.gz	SRR5686838	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/008/SRR5686838/SRR5686838_2.fastq.gz	N357Barcode_724-503	olfactory projection neuron
GSM2670369 1	SRS2287482	SAMN07245657	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_724-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670369 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1359	P-GSE100058-5	P-GSE100058-6	GSM2670369	not applicable	sequencing assay	SRX2921624	NextSeq 550 (Drosophila melanogaster)	SRR5686838_1.fastq.gz	SRR5686838	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/008/SRR5686838/SRR5686838_1.fastq.gz	N357Barcode_724-503	olfactory projection neuron
GSM2670368 1	SRS2287488	SAMN07245658	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_723-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670368 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1360	P-GSE100058-5	P-GSE100058-6	GSM2670368	not applicable	sequencing assay	SRX2921623	NextSeq 550 (Drosophila melanogaster)	SRR5686837_2.fastq.gz	SRR5686837	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/007/SRR5686837/SRR5686837_2.fastq.gz	N357Barcode_723-503	olfactory projection neuron
GSM2670368 1	SRS2287488	SAMN07245658	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_723-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670368 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1361	P-GSE100058-5	P-GSE100058-6	GSM2670368	not applicable	sequencing assay	SRX2921623	NextSeq 550 (Drosophila melanogaster)	SRR5686837_1.fastq.gz	SRR5686837	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/007/SRR5686837/SRR5686837_1.fastq.gz	N357Barcode_723-503	olfactory projection neuron
GSM2670367 1	SRS2287483	SAMN07245659	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_722-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670367 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1362	P-GSE100058-5	P-GSE100058-6	GSM2670367	not applicable	sequencing assay	SRX2921622	NextSeq 550 (Drosophila melanogaster)	SRR5686836_2.fastq.gz	SRR5686836	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/006/SRR5686836/SRR5686836_2.fastq.gz	N357Barcode_722-503	olfactory projection neuron
GSM2670367 1	SRS2287483	SAMN07245659	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_722-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670367 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1363	P-GSE100058-5	P-GSE100058-6	GSM2670367	not applicable	sequencing assay	SRX2921622	NextSeq 550 (Drosophila melanogaster)	SRR5686836_1.fastq.gz	SRR5686836	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/006/SRR5686836/SRR5686836_1.fastq.gz	N357Barcode_722-503	olfactory projection neuron
GSM2670366 1	SRS2287480	SAMN07245660	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_721-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670366 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1364	P-GSE100058-5	P-GSE100058-6	GSM2670366	not applicable	sequencing assay	SRX2921621	NextSeq 550 (Drosophila melanogaster)	SRR5686835_2.fastq.gz	SRR5686835	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5686835/SRR5686835_2.fastq.gz	N357Barcode_721-503	olfactory projection neuron
GSM2670366 1	SRS2287480	SAMN07245660	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_721-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670366 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1365	P-GSE100058-5	P-GSE100058-6	GSM2670366	not applicable	sequencing assay	SRX2921621	NextSeq 550 (Drosophila melanogaster)	SRR5686835_1.fastq.gz	SRR5686835	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/005/SRR5686835/SRR5686835_1.fastq.gz	N357Barcode_721-503	olfactory projection neuron
GSM2670365 1	SRS2287477	SAMN07245661	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_720-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670365 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1366	P-GSE100058-5	P-GSE100058-6	GSM2670365	not applicable	sequencing assay	SRX2921620	NextSeq 550 (Drosophila melanogaster)	SRR5686834_2.fastq.gz	SRR5686834	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5686834/SRR5686834_2.fastq.gz	N357Barcode_720-503	olfactory projection neuron
GSM2670365 1	SRS2287477	SAMN07245661	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_720-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670365 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1367	P-GSE100058-5	P-GSE100058-6	GSM2670365	not applicable	sequencing assay	SRX2921620	NextSeq 550 (Drosophila melanogaster)	SRR5686834_1.fastq.gz	SRR5686834	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/004/SRR5686834/SRR5686834_1.fastq.gz	N357Barcode_720-503	olfactory projection neuron
GSM2670364 1	SRS2287479	SAMN07245662	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_719-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670364 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1368	P-GSE100058-5	P-GSE100058-6	GSM2670364	not applicable	sequencing assay	SRX2921619	NextSeq 550 (Drosophila melanogaster)	SRR5686833_2.fastq.gz	SRR5686833	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5686833/SRR5686833_2.fastq.gz	N357Barcode_719-503	olfactory projection neuron
GSM2670364 1	SRS2287479	SAMN07245662	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_719-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670364 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1369	P-GSE100058-5	P-GSE100058-6	GSM2670364	not applicable	sequencing assay	SRX2921619	NextSeq 550 (Drosophila melanogaster)	SRR5686833_1.fastq.gz	SRR5686833	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5686833/SRR5686833_1.fastq.gz	N357Barcode_719-503	olfactory projection neuron
GSM2670363 1	SRS2287478	SAMN07245663	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_718-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670363 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1370	P-GSE100058-5	P-GSE100058-6	GSM2670363	not applicable	sequencing assay	SRX2921618	NextSeq 550 (Drosophila melanogaster)	SRR5686832_2.fastq.gz	SRR5686832	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686832/SRR5686832_2.fastq.gz	N357Barcode_718-503	olfactory projection neuron
GSM2670363 1	SRS2287478	SAMN07245663	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_718-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670363 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1371	P-GSE100058-5	P-GSE100058-6	GSM2670363	not applicable	sequencing assay	SRX2921618	NextSeq 550 (Drosophila melanogaster)	SRR5686832_1.fastq.gz	SRR5686832	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5686832/SRR5686832_1.fastq.gz	N357Barcode_718-503	olfactory projection neuron
GSM2670362 1	SRS2287476	SAMN07245664	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_716-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670362 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1372	P-GSE100058-5	P-GSE100058-6	GSM2670362	not applicable	sequencing assay	SRX2921617	NextSeq 550 (Drosophila melanogaster)	SRR5686831_2.fastq.gz	SRR5686831	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686831/SRR5686831_2.fastq.gz	N357Barcode_716-503	olfactory projection neuron
GSM2670362 1	SRS2287476	SAMN07245664	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_716-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670362 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1373	P-GSE100058-5	P-GSE100058-6	GSM2670362	not applicable	sequencing assay	SRX2921617	NextSeq 550 (Drosophila melanogaster)	SRR5686831_1.fastq.gz	SRR5686831	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5686831/SRR5686831_1.fastq.gz	N357Barcode_716-503	olfactory projection neuron
GSM2670361 1	SRS2287481	SAMN07245665	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_715-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670361 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1374	P-GSE100058-5	P-GSE100058-6	GSM2670361	not applicable	sequencing assay	SRX2921616	NextSeq 550 (Drosophila melanogaster)	SRR5686830_2.fastq.gz	SRR5686830	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686830/SRR5686830_2.fastq.gz	N357Barcode_715-503	olfactory projection neuron
GSM2670361 1	SRS2287481	SAMN07245665	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_715-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670361 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1375	P-GSE100058-5	P-GSE100058-6	GSM2670361	not applicable	sequencing assay	SRX2921616	NextSeq 550 (Drosophila melanogaster)	SRR5686830_1.fastq.gz	SRR5686830	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/000/SRR5686830/SRR5686830_1.fastq.gz	N357Barcode_715-503	olfactory projection neuron
GSM2670360 1	SRS2287475	SAMN07245666	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_714-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670360 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1376	P-GSE100058-5	P-GSE100058-6	GSM2670360	not applicable	sequencing assay	SRX2921615	NextSeq 550 (Drosophila melanogaster)	SRR5686829_2.fastq.gz	SRR5686829	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686829/SRR5686829_2.fastq.gz	N357Barcode_714-503	olfactory projection neuron
GSM2670360 1	SRS2287475	SAMN07245666	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_714-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670360 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1377	P-GSE100058-5	P-GSE100058-6	GSM2670360	not applicable	sequencing assay	SRX2921615	NextSeq 550 (Drosophila melanogaster)	SRR5686829_1.fastq.gz	SRR5686829	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/009/SRR5686829/SRR5686829_1.fastq.gz	N357Barcode_714-503	olfactory projection neuron
GSM2670359 1	SRS2287473	SAMN07245667	Single cell processed data files: df_libs.csv, htseq.tab, STAR.tab	olfactory projection neuron	GH146-GFP [N357Barcode_712-503]	Drosophila melanogaster	brain	mixed sex population	pupal stage	olfactory projection neuron	GH146-GAL4	OK	1	cell	P-GSE100058-1	P-GSE100058-2	P-GSE100058-3	P-GSE100058-4	GSM2670359 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	none	not applicable	none	not applicable	PAIRED	transcriptomic	OTHER	other	Illumina NextSeq 1378	P-GSE100058-5	P-GSE100058-6	GSM2670359	not applicable	sequencing assay	SRX2921614	NextSeq 550 (Drosophila melanogaster)	SRR5686828_2.fastq.gz	SRR5686828	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/008/SRR5686828/SRR5686828_2.fastq.gz	N357Barcode_712-503	olfactory projection neuron
